,label,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26
861,0,0.0,0.0003813882532418001,0.000354735721887194,0.034482758620689655,0.04258309816147319,0.0,0.0,0.012797074954296161,0.002483590562355863,0.0,0.0,0.0,0.005194805194805195,0,51,1039,939,1,6,547,2,0,854,894,69,68,13,612,1125,4,374,123,1,931,2,1,210,19,356
374,0,0.0,0.004576659038901601,0.0,0.034482758620689655,0.006342498879547682,0.08020698576972833,0.0012062726176115801,0.02010968921389397,0.10306900833776832,0.0,0.05405405405405406,0.0,0.003896103896103896,43,202,530,11,11,3,1099,2,1,447,308,326,174,2,41,468,8,301,123,1,137,2,0,403,19,356
1592,1,0.05263157894736842,0.0001271294177472667,0.0015371881281778408,0.06896551724137931,6.895091187580956e-06,0.00021561017680034498,0.0030156815440289505,0.010968921389396709,0.0010643959552953698,0.25,0.02702702702702703,0.0,0.0,0,91,299,485,9,6,780,2,1,484,84,541,233,13,336,11,0,404,70,3,1023,2,7,174,17,73
947,0,0.0,0.0008899059242308669,0.0005912262031453234,0.0,0.015451899351368922,0.4389823199655024,0.0030156815440289505,0.007312614259597806,0.010466560227071138,0.0,0.08108108108108109,0.0,0.003896103896103896,33,51,559,590,1,3,282,2,1,260,465,42,216,13,254,597,8,366,123,1,744,3,0,415,19,356
441,0,0.0,0.0002542588354945334,0.0008277166844034528,0.04597701149425287,0.007630895918598524,0.040103492884864166,0.00180940892641737,0.08226691042047532,0.025900301578854,0.0,0.02702702702702703,0.0,0.01818181818181818,33,13,907,872,1,3,389,17,1,194,153,1084,19,13,594,77,0,106,123,1,584,2,8,531,19,356
1867,0,0.0,0.0002542588354945334,0.00011824524062906468,0.0,0.03338898656934738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71,12,614,225,11,4,851,17,1,818,180,565,314,2,185,435,4,188,14,2,1197,2,0,570,27,464
1155,0,0.0,0.0003813882532418001,0.0004729809625162587,0.011494252873563218,0.1111892554779037,0.3783958602846054,0.0,0.007312614259597806,0.01632073798119567,0.0,0.0,0.0,0.0012987012987012987,13,201,565,367,0,3,266,2,0,164,159,772,544,2,734,587,4,42,22,2,856,3,0,710,1,366
1320,0,0.0,0.0001271294177472667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,51,1050,407,1,2,963,2,0,194,797,719,758,8,162,1062,2,332,123,1,945,2,0,166,19,356
1427,0,0.0,0.0038138825324180014,0.00011824524062906468,0.022988505747126436,0.0016971774451717124,0.012289780077619664,0.0006031363088057901,0.018281535648994516,0.021110519780024834,0.0,0.02702702702702703,0.01020408163265306,0.0025974025974025974,33,11,633,872,1,3,335,2,1,194,609,760,304,13,80,216,6,309,22,3,1062,2,0,531,3,538
1136,1,0.010526315789473684,0.08708365115687769,0.005794016790824169,0.04597701149425287,0.0001625271494215511,0.0036653730056058647,0.00180940892641737,0.04204753199268738,0.004080184495298918,0.25,0.05405405405405406,0.0,0.016883116883116882,0,76,270,118,1,5,725,17,1,194,656,1091,254,13,177,152,0,155,128,3,10,2,1,174,23,149
1358,0,0.0,0.18726163234172385,0.006030507272082299,0.04597701149425287,0.0015494254911521206,0.013583441138421734,0.0006031363088057901,0.007312614259597806,0.0023061912364733014,0.0,0.02702702702702703,0.0,0.005194805194805195,33,126,830,101,11,3,485,17,1,104,550,277,742,2,9,1096,7,74,22,3,473,2,1,66,27,234
1747,0,0.08421052631578947,0.0002542588354945334,0.002956131015726617,0.21839080459770116,0.0005388021256581119,0.0043122035360069,0.015681544028950542,0.04204753199268738,0.08799006563775058,0.25,0.13513513513513514,0.0,0.024675324675324677,26,30,1216,890,1,3,667,17,1,194,54,486,180,13,687,556,8,493,124,3,1121,2,2,650,24,150
1435,0,0.0,0.06229341469616069,0.0,0.011494252873563218,0.0013701531202750157,0.037516170763260026,0.010253317249698432,0.009140767824497258,0.07273372361185028,0.0,0.08108108108108109,0.0,0.0012987012987012987,43,10,766,1002,7,3,96,2,1,879,677,843,216,13,620,866,8,386,123,1,19,2,1,573,19,356
807,0,0.010526315789473684,0.0002542588354945334,0.010287335934728628,0.0,5.8115768581039485e-05,0.001078050884001725,0.0006031363088057901,0.0,0.0,0.25,0.02702702702702703,0.0,0.0,0,91,396,559,16,3,334,11,1,20,787,741,75,2,53,221,7,404,93,2,915,3,0,250,17,155
1221,0,0.010526315789473684,0.001271294177472667,0.0017736786094359701,0.16091954022988506,0.00010638140689410617,0.0043122035360069,0.0048250904704463205,0.007312614259597806,0.0044349831470640415,0.25,0.05405405405405406,0.0,0.02207792207792208,27,12,876,142,1,0,972,2,1,81,843,159,23,13,273,85,8,188,22,2,889,2,7,174,27,149
1799,1,0.0,0.0003813882532418001,0.0008277166844034528,0.034482758620689655,0.001384928315676975,0.00129366106080207,0.006031363088057901,0.02010968921389397,0.0015965939329430547,0.0,0.05405405405405406,0.0,0.003896103896103896,43,131,573,231,28,4,812,2,1,24,450,297,131,3,223,62,8,434,87,3,1149,2,0,376,1,420
1383,0,0.0,0.0001271294177472667,0.0,0.0,0.0027994070221578683,0.009271237602414835,0.016284680337756333,0.07312614259597806,0.007628171012950151,0.0,0.02702702702702703,0.0,0.0,0,31,732,184,1,4,761,17,1,297,691,337,716,2,39,441,8,124,22,2,1017,2,8,683,0,42
1246,1,0.010526315789473684,0.0003813882532418001,0.0,0.0,0.00029451889501238654,0.00129366106080207,0.004221954161640531,0.0,0.0,0.25,0.10810810810810811,0.0,0.0,0,40,1010,389,1,3,211,11,1,194,251,549,24,12,579,136,8,134,123,1,527,2,9,77,19,356
1852,0,0.0,0.0013984235952199337,0.0004729809625162587,0.011494252873563218,0.014893396965174865,0.02695127210004312,0.0,0.0018281535648994515,0.006031577080007096,0.0,0.0,0.0,0.0012987012987012987,77,77,214,290,1,2,748,2,1,194,157,153,598,18,135,1004,8,263,179,2,957,2,0,174,0,149
1914,1,0.010526315789473684,0.007246376811594202,0.0,0.05747126436781609,0.0,0.0,0.012062726176115802,0.021937842778793418,0.025190704275323755,0.25,0.1891891891891892,0.0,0.0,0,103,907,872,1,3,735,31,1,867,478,1084,490,13,792,77,8,242,123,1,584,2,11,531,19,356
1050,0,0.0,0.0001271294177472667,0.0,0.0,0.0,0.0,0.0,0.0018281535648994515,0.0007095973035302466,0.0,0.0,0.0,0.0,26,14,914,952,1,6,629,17,0,194,143,157,180,2,172,372,2,167,123,1,276,0,2,728,19,356
844,1,0.0,0.07615052123061275,0.0009459619250325174,0.08045977011494253,6.895091187580956e-06,0.0623113410952997,0.0006031363088057901,0.038391224862888484,0.09136065282951925,0.0,0.02702702702702703,0.0,0.0,0,10,766,1002,1,3,915,17,1,649,195,843,84,13,619,866,8,280,123,1,19,2,11,573,19,356
1689,1,0.0,0.23544368166793794,0.0,0.0,0.01212157030776732,0.06770159551530833,0.0048250904704463205,0.0,0.07645910945538407,0.0,0.13513513513513514,0.0,0.0,0,167,985,104,9,0,710,2,1,640,260,233,206,2,164,717,8,118,123,1,1026,2,0,102,19,356
414,0,0.0,0.0002542588354945334,0.001418942887548776,0.4367816091954023,0.011455701501652359,0.054333764553686936,0.0030156815440289505,0.010968921389396709,0.04275323753769736,0.0,0.02702702702702703,0.0,0.08701298701298701,0,80,1063,412,11,5,186,2,1,897,426,1010,93,3,507,758,8,529,22,0,778,2,0,438,12,381
607,0,0.0,0.019196542079837273,0.00011824524062906468,0.1724137931034483,0.00026595351723526545,0.0,0.0,0.012797074954296161,0.008160368990597836,0.0,0.0,0.0,0.01948051948051948,33,51,362,590,1,3,886,5,1,244,102,907,589,13,500,184,4,366,123,1,199,5,0,415,19,356
1725,0,0.0,0.0010170353419781336,0.002246659571952229,0.27586206896551724,0.004250331210630261,0.019620526088831393,0.027141133896260553,0.0712979890310786,0.05854177754124534,0.0,0.08108108108108109,0.0,0.03116883116883117,0,177,171,587,1,3,989,2,1,581,634,209,457,3,361,530,8,470,123,1,1009,2,2,601,19,356
1786,0,0.0,0.0002542588354945334,0.008395412084663592,0.0,0.0018547795294592772,0.007546356188012074,0.0024125452352231603,0.038391224862888484,0.024303707645910947,0.0,0.08108108108108109,0.0,0.0,0,12,1270,191,11,6,97,2,1,259,566,170,204,3,710,777,0,188,90,2,1054,2,7,408,27,206
1437,0,0.021052631578947368,0.03496058988049835,0.0,0.011494252873563218,3.940052107189118e-06,0.00021561017680034498,0.0012062726176115801,0.0018281535648994515,0.00017739932588256165,0.25,0.02702702702702703,0.0,0.0012987012987012987,26,51,64,113,11,3,48,17,1,463,699,805,290,13,22,394,0,170,123,1,90,3,7,255,19,356
1578,0,0.042105263157894736,0.00966183574879227,0.0005912262031453234,0.09195402298850575,7.880104214378235e-06,0.0017248814144027599,0.0024125452352231603,0.014625228519195612,0.0014191946070604932,0.25,0.02702702702702703,0.0,0.01038961038961039,0,77,198,129,1,6,359,34,1,454,367,1168,391,13,443,295,8,263,3,3,267,3,10,659,0,535
1769,0,0.0,0.0003813882532418001,0.008631902565921721,0.04597701149425287,0.015881365031052537,0.0,0.0,0.07861060329067641,0.0003547986517651233,0.0,0.0,0.0,0.04285714285714286,26,10,25,738,1,3,1023,2,1,857,269,1135,420,2,218,613,7,222,123,1,40,6,2,712,19,356
802,0,0.0,0.0003813882532418001,0.0,0.034482758620689655,0.021786518126702226,0.08753773178094007,0.0006031363088057901,0.06398537477148081,0.04080184495298918,0.0,0.02702702702702703,0.0,0.024675324675324677,33,125,20,819,1,3,706,2,1,746,561,679,382,2,788,244,7,0,123,1,1094,2,0,162,19,356
924,1,0.0,0.007500635647088735,0.00023649048125812936,0.011494252873563218,0.0028476726604709348,0.00043122035360068997,0.021109770808202654,0.0018281535648994515,0.024303707645910947,0.0,0.4594594594594595,0.0,0.0012987012987012987,0,39,628,87,1,3,24,3,1,194,222,976,555,2,203,551,8,210,19,3,99,3,2,196,3,448
1687,1,0.0,0.025680142384947875,0.001418942887548776,0.06896551724137931,0.0017552932137527518,0.002802932298404485,0.00180940892641737,0.014625228519195612,0.0014191946070604932,0.0,0.02702702702702703,0.0,0.00909090909090909,33,51,1220,400,1,3,557,2,1,857,178,186,562,13,784,233,0,26,123,1,1165,2,0,50,19,356
291,0,0.0,0.0002542588354945334,0.00023649048125812936,0.08045977011494253,0.004305491940130909,0.12095730918499353,0.0006031363088057901,0.05301645338208409,0.021287919105907396,0.0,0.02702702702702703,0.0,0.00909090909090909,0,215,892,872,1,3,1028,2,1,659,195,780,84,2,479,641,7,89,123,1,1002,2,10,531,19,356
1455,0,0.0,0.0017798118484617339,0.000354735721887194,0.022988505747126436,0.007057618337002507,0.0,0.0,0.003656307129798903,0.005676778428241973,0.0,0.0,0.0,0.0025974025974025974,0,147,445,719,7,4,82,2,1,194,111,643,482,8,405,171,1,76,22,3,517,2,0,244,0,15
1119,1,0.021052631578947368,0.0003813882532418001,0.0008277166844034528,0.022988505747126436,0.00010835143294770074,0.00215610176800345,0.0030156815440289505,0.025594149908592323,0.007982969664715274,0.25,0.05405405405405406,0.0,0.011688311688311689,0,158,1070,819,1,3,28,2,1,29,175,1078,276,8,168,621,8,44,123,1,1,2,0,162,19,356
908,0,0.0,0.009788965166539536,0.000354735721887194,0.034482758620689655,0.00010736641992090346,0.0,0.0,0.010968921389396709,0.0010643959552953698,0.0,0.0,0.0,0.003896103896103896,0,51,1193,539,11,5,1054,2,1,650,560,1136,577,2,204,1010,1,495,123,1,42,2,2,604,19,356
1207,0,0.0,0.0002542588354945334,0.01489890031926215,0.16091954022988506,0.0005259969563097472,0.28438982319965506,0.0,0.08409506398537477,0.04204364023416711,0.0,0.0,0.0,0.04155844155844156,43,246,1061,501,1,3,421,2,1,194,587,386,629,3,610,682,8,446,22,0,821,2,7,335,30,220
407,1,0.010526315789473684,0.0006356470887363335,0.0013006976469197116,0.06896551724137931,0.00132878257314953,0.00129366106080207,0.006031363088057901,0.012797074954296161,0.0015965939329430547,0.0,0.10810810810810811,0.0,0.007792207792207792,0,12,1279,488,1,4,944,5,1,185,794,734,576,8,469,1073,8,188,114,2,899,2,0,149,27,103
1046,1,0.010526315789473684,0.0003813882532418001,0.00023649048125812936,0.034482758620689655,2.6595351723526543e-05,0.000646830530401035,0.0006031363088057901,0.007312614259597806,0.0005321979776476849,0.25,0.02702702702702703,0.0,0.003896103896103896,0,51,937,445,1,4,1079,19,1,284,444,997,467,3,212,732,7,189,123,1,384,2,0,189,19,356
1986,0,0.0,0.005720823798627001,0.000709471443774388,0.10344827586206896,0.00013691681072482183,0.0,0.0,0.025594149908592323,0.0015965939329430547,0.0,0.0,0.0,0.011688311688311689,0,5,786,685,1,0,494,2,1,371,788,647,326,13,350,149,4,230,123,1,391,2,1,653,19,356
1164,0,0.010526315789473684,0.07971014492753623,0.0004729809625162587,0.04597701149425287,0.00035558970267381785,0.0038809831824062097,0.0006031363088057901,0.03290676416819013,0.0031931878658861094,0.25,0.02702702702702703,0.0,0.005194805194805195,0,141,170,71,1,3,150,11,1,839,274,724,330,2,189,345,7,59,123,1,461,3,0,559,19,356
1947,0,0.0,0.0003813882532418001,0.0,0.0,0.01282092955679339,0.11103924105217766,0.011459589867310011,0.016453382084095063,0.07734610608479688,0.0,0.05405405405405406,0.0,0.0,0,152,932,1015,1,3,102,2,1,907,451,897,750,13,56,635,3,260,123,1,804,2,10,547,19,356
1477,0,0.0,0.0016526824307144673,0.0039020929407591345,0.034482758620689655,0.0,0.0,0.0,0.014625228519195612,0.0021287919105907396,0.0,0.0,0.0,0.003896103896103896,33,8,1262,139,9,3,157,2,0,194,217,216,566,13,260,584,2,14,22,0,828,2,8,216,27,136
249,1,0.021052631578947368,0.004068141367912535,0.0031926214969847464,0.022988505747126436,0.0,0.0,0.0012062726176115801,0.003656307129798903,0.0003547986517651233,0.25,0.02702702702702703,0.0,0.0,0,194,1100,976,1,5,598,2,1,383,658,1103,102,13,471,35,0,291,22,3,78,3,0,461,28,187
1322,0,0.0,0.0005085176709890668,0.00011824524062906468,0.011494252873563218,0.015971001216491088,0.0,0.0,0.0018281535648994515,0.0028383892141209863,0.0,0.0,0.0,0.0012987012987012987,33,125,20,819,1,4,612,2,1,194,767,679,269,2,219,244,5,175,123,1,1094,2,0,162,19,356
1065,0,0.042105263157894736,0.0003813882532418001,0.00023649048125812936,0.06896551724137931,0.00032899435095029133,0.005390254420008625,0.0024125452352231603,0.04021937842778794,0.010998758204718823,0.25,0.02702702702702703,0.0,0.007792207792207792,33,52,11,419,11,0,498,17,1,233,698,70,758,2,804,439,8,174,22,2,911,2,0,655,0,436
638,0,0.010526315789473684,0.0003813882532418001,0.0008277166844034528,0.20689655172413793,0.0007880104214378236,0.015523932729624839,0.008443908323281062,0.056672760511883,0.0633315593400745,0.25,0.16216216216216217,0.0,0.023376623376623377,33,152,1126,1015,1,6,361,2,1,388,876,897,697,13,56,635,3,260,123,1,804,2,0,547,19,356
1469,0,0.0,0.0002542588354945334,0.000709471443774388,0.04597701149425287,0.007090123766886817,0.01983613626563174,0.0030156815440289505,0.007312614259597806,0.05375199574241618,0.0,0.02702702702702703,0.0,0.005194805194805195,0,37,743,962,6,3,132,17,1,55,881,144,159,2,48,347,8,285,64,2,293,2,0,174,21,149
818,1,0.010526315789473684,0.0002542588354945334,0.00011824524062906468,0.011494252873563218,0.00042355560152283013,0.0086244070720138,0.0006031363088057901,0.0018281535648994515,0.0005321979776476849,0.25,0.02702702702702703,0.0,0.0012987012987012987,0,12,882,555,11,3,105,11,1,695,28,1052,315,2,414,912,7,208,22,0,471,5,1,66,27,405
1334,0,0.0,0.0001271294177472667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,79,1072,973,1,4,963,2,0,194,797,710,758,2,145,666,2,233,123,1,65,2,0,43,19,356
283,0,0.0,0.0001271294177472667,0.00023649048125812936,0.0,0.004269046458139409,0.0,0.0,0.0,0.034592868547099524,0.0,0.0,0.0,0.0,0,10,766,1002,1,3,247,2,1,194,822,843,160,13,620,866,5,386,123,1,19,2,1,573,19,356
466,0,0.010526315789473684,0.01195016526824307,0.000354735721887194,0.022988505747126436,3.250542988431022e-05,0.00043122035360068997,0.0006031363088057901,0.003656307129798903,0.0003547986517651233,0.25,0.02702702702702703,0.0,0.0025974025974025974,0,126,1178,758,1,6,485,2,1,104,807,722,742,13,250,724,7,510,22,3,115,0,1,66,27,281
619,0,0.0,0.0002542588354945334,0.0011824524062906468,0.3103448275862069,0.01209990002117778,0.03902544200086244,0.0012062726176115801,0.06764168190127971,0.025545502927088876,0.0,0.05405405405405406,0.0,0.03506493506493506,33,13,633,872,1,5,1156,17,1,367,517,760,423,13,594,216,0,106,123,1,1062,2,5,531,19,356
1218,0,0.021052631578947368,0.003941011950165268,0.0009459619250325174,0.022988505747126436,0.0007131494314012303,0.00948684777921518,0.007840772014475271,0.010968921389396709,0.025900301578854,0.25,0.05405405405405406,0.0,0.0025974025974025974,0,52,1029,419,11,3,1025,5,1,756,760,122,293,13,23,861,0,533,22,3,1115,2,0,655,0,436
323,1,0.031578947368421054,0.0001271294177472667,0.0,0.0,0.000656018675846988,0.0008624407072013799,0.008443908323281062,0.0,0.053397197090651057,0.25,0.16216216216216217,0.030612244897959183,0.0,0,126,492,604,7,3,675,2,1,742,807,577,742,13,250,398,6,510,22,3,318,2,1,247,27,328
1782,0,0.0,0.0003813882532418001,0.00011824524062906468,0.022988505747126436,0.0016164063769743356,0.05907718844329453,0.0006031363088057901,0.009140767824497258,0.043817633492992725,0.0,0.02702702702702703,0.0,0.0025974025974025974,68,12,882,555,11,3,119,17,1,77,112,1052,37,9,684,912,7,208,163,0,471,2,1,66,27,405
302,1,0.0,0.0002542588354945334,0.00011824524062906468,0.0,0.0,0.0,0.0,0.0018281535648994515,0.0,0.0,0.0,0.0,0.0,0,51,1176,695,1,5,633,17,0,194,872,266,345,3,208,540,2,506,123,1,735,2,3,119,19,356
20,1,0.0,0.0062293414696160685,0.0,0.0,0.006303098358475791,0.00819318671841311,0.011459589867310011,0.018281535648994516,0.025368103601206317,0.0,0.2702702702702703,0.0,0.007792207792207792,4,51,186,848,1,3,492,17,1,194,483,86,145,3,44,447,8,61,123,1,1056,2,0,663,19,356
264,0,0.0,0.0002542588354945334,0.00023649048125812936,0.21839080459770116,0.08586752559802603,1.0,0.0,0.009140767824497258,0.2109277984743658,0.0,0.0,0.0,0.03766233766233766,0,51,950,642,1,3,754,17,0,194,900,894,52,13,124,1083,0,360,123,1,264,2,1,396,19,356
1488,0,0.0,0.010551741673023137,0.001064207165661582,0.0,0.07944130061120058,0.12721000431220353,0.0,0.003656307129798903,0.01082135887883626,0.0,0.0,0.0,0.0025974025974025974,26,4,897,750,1,5,109,29,0,487,15,931,46,3,265,708,7,313,22,0,662,2,5,614,28,378
346,0,0.042105263157894736,0.004322400203407068,0.000354735721887194,0.05747126436781609,0.0014056135892397178,0.009271237602414835,0.00361881785283474,0.012797074954296161,0.0028383892141209863,0.0,0.02702702702702703,0.0,0.006493506493506494,0,20,525,103,1,3,949,5,1,194,800,844,96,2,64,256,8,430,123,1,913,2,11,242,19,356
1936,1,0.0,0.0007627765064836002,0.000709471443774388,0.11494252873563218,0.0014292539018828524,0.013367830961621389,0.0048250904704463205,0.043875685557586835,0.010643959552953698,0.0,0.02702702702702703,0.0,0.023376623376623377,0,215,892,872,1,3,616,2,1,194,808,780,470,13,536,641,8,89,123,1,1002,2,1,531,19,356
1010,0,0.0,0.0002542588354945334,0.00555752630956604,0.16091954022988506,3.34904429111075e-05,0.0,0.0,0.025594149908592323,0.002483590562355863,0.0,0.0,0.0,0.01818181818181818,11,166,713,63,1,3,893,1,1,194,379,576,69,3,391,900,5,54,22,0,319,2,3,33,17,323
242,1,0.0,0.024408848207475208,0.0,0.0,0.001304157247479598,0.015092712376024149,0.0006031363088057901,0.0,0.0,0.0,0.02702702702702703,0.0,0.0,0,160,1133,87,1,3,22,2,1,210,184,929,286,2,450,416,8,343,64,3,861,2,2,196,28,448
498,1,0.031578947368421054,0.041952707856598014,0.16211422490244767,0.06896551724137931,1.477519540195919e-05,0.0008624407072013799,0.00180940892641737,0.02010968921389397,0.0014191946070604932,0.0,0.02702702702702703,0.0,0.005194805194805195,0,198,921,1018,11,5,1024,2,1,194,756,553,352,13,139,813,8,272,22,0,914,2,8,373,13,414
1657,1,0.021052631578947368,0.0003813882532418001,0.0023649048125812936,0.20689655172413793,0.0,0.00043122035360068997,0.0012062726176115801,0.03473491773308958,0.0031931878658861094,0.25,0.02702702702702703,0.0,0.0025974025974025974,5,144,839,677,7,0,339,30,1,897,231,764,380,2,393,743,0,164,123,1,784,2,1,479,19,356
223,0,0.0,0.0025425883549453337,0.0,0.0,0.0015070699309998375,0.011858559724018974,0.015078407720144751,0.0,0.006563775057654781,0.0,0.02702702702702703,0.0,0.0,33,77,1014,224,1,3,60,2,1,811,269,404,420,8,690,241,8,388,19,2,59,2,2,62,0,503
1658,0,0.0,0.0005085176709890668,0.0,0.034482758620689655,0.0018606896076200608,0.12268219059939629,0.0006031363088057901,0.0603290676416819,0.014546744722370055,0.0,0.02702702702702703,0.02040816326530612,0.003896103896103896,0,10,766,1002,1,3,457,2,1,194,52,843,470,13,619,866,3,280,123,1,19,5,1,573,19,356
1459,0,0.05263157894736842,0.0010170353419781336,0.00023649048125812936,0.12643678160919541,2.068527356274287e-05,0.00258732212160414,0.0030156815440289505,0.02010968921389397,0.001951392584708178,0.5,0.05405405405405406,0.01020408163265306,0.014285714285714285,33,74,1070,819,1,3,47,2,1,897,453,1078,392,3,574,621,4,50,123,1,1,2,1,162,19,356
413,1,0.010526315789473684,0.00928044749555047,0.00023649048125812936,0.04597701149425287,0.0004127204582280601,0.001509271237602415,0.1827503015681544,0.06398537477148081,0.10803618946248005,0.25,0.40540540540540543,0.0,0.005194805194805195,27,12,882,555,1,3,901,2,1,685,433,1052,434,9,684,912,6,208,163,0,471,2,3,66,27,405
1146,1,0.031578947368421054,0.0013984235952199337,0.000354735721887194,0.05747126436781609,0.000775205252089459,0.01681759379042691,0.00904704463208685,0.08226691042047532,0.0434628348412276,0.25,0.05405405405405406,0.0,0.006493506493506494,5,168,52,639,1,5,1155,17,1,447,372,943,364,14,779,423,8,69,123,1,1100,2,0,432,19,356
528,1,0.0,0.012840071192473938,0.0004729809625162587,0.11494252873563218,0.0004728062528626941,0.0,0.0,0.038391224862888484,0.0037253858435337944,0.0,0.0,0.0,0.012987012987012988,43,51,362,590,1,5,589,1,1,319,236,907,488,13,688,184,1,366,123,1,199,2,1,415,19,356
1692,0,0.0,0.0068649885583524015,0.0,0.05747126436781609,0.006429180025905843,0.0,0.0,0.009140767824497258,0.007450771687067589,0.0,0.0,0.0,0.006493506493506494,0,230,17,782,1,5,736,2,1,183,501,161,627,2,774,972,8,465,22,0,875,2,10,196,0,392
524,0,0.010526315789473684,0.0008899059242308669,0.01064207165661582,0.24137931034482757,0.00027875868658363005,0.0068995256576110395,0.0006031363088057901,0.0603290676416819,0.005676778428241973,0.25,0.02702702702702703,0.0,0.02727272727272727,26,30,503,709,1,4,528,2,1,261,279,1079,262,0,576,494,7,493,67,3,62,2,1,116,24,112
1543,0,0.0,0.0005085176709890668,0.0,0.011494252873563218,0.03271523765901804,0.023932729624838292,0.00542822677925211,0.0018281535648994515,0.0067411743835373425,0.0,0.0,0.0,0.0012987012987012987,26,96,1070,819,1,5,824,2,1,84,407,1078,557,2,417,621,8,527,123,1,1,2,10,162,19,356
1376,0,0.0,0.0017798118484617339,0.0004729809625162587,0.04597701149425287,0.0019680560275409644,0.0043122035360069,0.0006031363088057901,0.021937842778793418,0.021997516409437645,0.0,0.02702702702702703,0.0,0.005194805194805195,33,28,960,148,1,4,542,2,1,885,51,1125,369,13,537,117,8,439,22,0,434,2,1,63,24,100
1908,0,0.0,0.0003813882532418001,0.003310866737613811,0.0,0.00712558423585152,0.0756791720569211,0.00542822677925211,0.029250457038391225,0.020223523150612027,0.0,0.05405405405405406,0.0,0.016883116883116882,0,169,289,910,1,3,399,17,1,671,46,128,814,2,547,201,1,122,123,1,171,2,11,156,19,356
67,0,0.0,0.0002542588354945334,0.0011824524062906468,0.022988505747126436,0.0034918711799963556,0.0,0.0,0.003656307129798903,0.0005321979776476849,0.0,0.0,0.0,0.0025974025974025974,56,228,427,246,1,0,248,17,1,194,761,550,243,2,591,981,5,43,22,3,125,2,0,157,27,47
34,1,0.010526315789473684,0.03318077803203661,0.00011824524062906468,0.011494252873563218,4.925065133986397e-06,0.00021561017680034498,0.00361881785283474,0.0018281535648994515,0.00017739932588256165,0.25,0.08108108108108109,0.0,0.0012987012987012987,0,241,893,1016,1,4,1026,2,1,478,613,892,753,13,681,853,8,8,123,1,45,2,0,589,19,356
666,0,0.0,0.008390541571319602,0.000709471443774388,0.011494252873563218,0.0255610880453894,0.0,0.0,0.0018281535648994515,0.00017739932588256165,0.0,0.0,0.0,0.0012987012987012987,0,209,361,936,1,3,946,2,0,254,253,363,309,2,89,549,0,432,3,0,70,3,1,545,0,310
199,0,0.0,0.002669717772692601,0.0037838477001300697,0.0,0.001964115975433775,0.0,0.0,0.03473491773308958,0.004612382472946603,0.0,0.0,0.0,0.003896103896103896,56,52,377,551,11,3,282,2,1,113,465,1197,216,13,224,804,1,181,22,0,1179,2,0,671,0,46
277,0,0.0,0.06318332062039154,0.0,0.0,0.0,0.0,0.0,0.009140767824497258,0.0,0.0,0.0,0.0,0.0,33,51,211,58,9,3,955,2,0,194,572,385,493,13,632,238,2,423,123,1,781,2,8,266,19,356
1817,0,0.0,0.03457920162725654,0.0004729809625162587,0.0,0.004871874430539344,0.0513152220784821,0.006634499396863691,0.014625228519195612,0.04257583821181479,0.0,0.10810810810810811,0.0,0.006493506493506494,56,103,907,872,1,3,452,1,1,804,667,1084,502,13,792,77,4,242,123,1,584,2,7,531,19,356
1410,0,0.0,0.015509788965166539,0.009459619250325174,0.011494252873563218,0.03332397570957876,0.1159982751185856,0.0,0.003656307129798903,0.03317367394003903,0.0,0.0,0.0,0.0012987012987012987,0,238,245,662,6,3,1157,2,1,494,826,67,313,3,291,826,7,364,22,3,832,2,7,654,22,426
189,0,0.010526315789473684,0.0008899059242308669,0.0030743762563556817,0.3103448275862069,0.00025511837394049536,0.02069857697283312,0.0006031363088057901,0.0603290676416819,0.005854177754124534,0.25,0.02702702702702703,0.0,0.03636363636363636,43,10,658,738,1,3,1115,2,1,233,698,725,758,2,218,613,7,222,123,1,40,2,3,712,19,356
1239,0,0.0,0.0002542588354945334,0.0035473572188719402,0.09195402298850575,0.007093078805967209,0.0,0.0,0.014625228519195612,0.0003547986517651233,0.0,0.0,0.0,0.01038961038961039,33,150,163,221,11,1,116,19,1,829,796,1208,215,13,83,60,7,251,26,2,506,3,8,340,27,532
970,0,0.0,0.007246376811594202,0.0,0.08045977011494253,7.880104214378235e-06,0.0,0.0,0.012797074954296161,0.0012417952811779316,0.0,0.0,0.0,0.00909090909090909,52,42,477,1013,1,3,501,2,1,194,307,206,227,2,85,589,5,240,123,1,630,2,8,436,19,356
1654,0,0.0,0.0002542588354945334,0.0013006976469197116,0.022988505747126436,0.004194185468102816,0.0043122035360069,0.0006031363088057901,0.003656307129798903,0.0008869966294128083,0.0,0.02702702702702703,0.0,0.0025974025974025974,0,51,839,677,1,2,456,2,1,606,492,764,61,3,339,743,7,398,123,1,784,2,0,479,19,356
