,label,id,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21
561,0,678,2,0,23,142,2,116,8,0,166,32,67,1,0,31,2,1,18,0,0,0,13
1909,1,1920,2,0,23,142,2,116,8,0,166,473,112,1,0,24,2,1,18,0,0,0,13
720,0,830,2,0,23,142,2,116,8,0,166,198,378,1,0,28,2,1,18,0,0,0,13
1452,0,1502,2,0,60,120,4,116,8,0,166,1184,419,1,0,102,2,1,66,0,1,0,23
1851,0,1865,2,0,23,142,2,116,8,0,166,887,8,1,0,33,2,1,18,0,0,32,13
571,0,688,2,0,60,120,4,116,8,0,166,48,51,1,0,105,2,1,66,0,1,0,23
1540,0,1579,2,0,97,118,5,12,1,7,166,245,311,1,0,71,2,1,47,0,0,12,23
1480,0,1526,2,0,23,142,2,116,8,0,166,1414,445,1,0,33,2,1,18,0,0,32,13
872,0,967,2,1,150,73,10,116,8,0,166,1278,432,1,0,48,2,1,25,3,1,0,3
1324,1,106,2,1,145,88,10,116,8,0,166,1628,260,1,0,55,2,1,37,2,25,32,5
1953,0,1959,2,1,66,13,10,116,8,0,166,695,419,1,0,37,2,1,24,3,1,0,3
1442,0,1492,2,0,23,142,2,116,8,0,166,699,258,1,0,26,2,1,18,0,0,32,13
1656,0,1683,2,0,93,49,10,116,8,0,166,1691,383,1,0,37,2,1,24,3,1,51,3
394,0,525,2,0,23,142,2,116,8,0,166,599,64,1,0,26,2,1,18,0,0,0,13
852,0,947,2,0,163,52,10,116,8,0,166,277,258,1,0,71,2,1,47,0,0,0,23
813,0,912,2,0,23,142,2,116,8,0,166,14,85,1,0,28,2,1,18,0,0,32,13
157,0,303,2,0,63,67,4,116,8,0,166,1538,419,1,0,73,1,2,48,2,1,0,5
1143,0,1215,2,0,97,118,5,59,8,1,14,218,191,1,0,71,2,1,47,0,0,0,23
67,0,222,2,0,97,118,5,121,10,1,166,197,287,1,0,130,2,1,77,3,12,38,10
1653,0,1680,2,0,23,142,2,116,8,0,166,1614,258,1,0,27,2,1,18,0,0,32,13
262,0,404,2,0,23,142,2,116,8,0,166,1597,34,1,0,30,2,1,18,0,0,0,13
1709,0,1733,2,0,163,52,10,116,8,0,166,1027,94,1,0,71,2,1,47,0,0,0,23
277,0,418,2,0,23,142,2,116,8,0,166,698,163,1,0,28,2,1,18,0,0,0,13
457,0,583,2,0,30,62,10,116,8,0,166,951,247,1,0,73,1,2,48,2,1,0,5
483,1,604,2,0,146,62,10,116,8,0,166,716,64,1,0,110,2,1,47,0,0,0,23
1831,0,1848,2,0,23,142,2,116,8,0,166,1552,74,1,0,28,2,1,18,0,0,32,13
1633,0,1661,2,0,23,142,2,116,8,0,166,174,419,1,0,32,2,1,18,0,0,0,13
1858,0,1872,2,0,23,142,2,116,8,0,166,316,120,1,0,31,2,1,18,0,0,32,13
1618,1,1647,2,0,23,142,2,116,8,0,166,661,230,1,1,28,2,1,18,0,0,0,13
690,0,801,2,0,58,7,10,116,8,0,166,1690,111,1,0,102,2,1,66,0,1,29,23
1788,0,1807,2,1,150,73,10,116,8,0,166,1169,438,1,0,99,2,1,66,0,1,0,23
615,0,730,2,1,46,21,2,116,8,0,166,560,358,1,0,27,2,1,18,0,0,32,13
802,0,901,4,1,97,118,5,122,8,1,216,1556,449,2,0,134,2,1,79,3,0,0,21
831,0,929,2,0,60,120,4,116,8,0,166,727,419,1,0,105,2,1,66,0,1,0,23
1184,1,1252,1,0,95,118,5,116,8,0,33,117,396,0,0,132,2,1,75,3,9,68,22
959,1,1049,2,1,153,2,3,116,8,0,166,609,290,1,0,131,2,1,78,3,12,38,10
131,0,280,2,0,97,118,5,73,8,0,166,1002,473,1,0,53,2,1,39,1,2,19,12
928,0,1019,2,0,23,142,2,116,8,0,166,511,358,1,0,31,2,1,18,0,0,0,13
1837,0,1854,2,0,23,142,2,116,8,0,166,346,43,1,0,24,2,1,18,0,0,0,13
662,0,774,2,0,97,118,5,59,8,1,174,347,56,1,0,110,2,1,47,0,0,0,23
1678,0,135,2,0,60,120,4,116,8,0,166,1342,419,1,0,102,2,1,66,0,1,0,23
294,0,433,2,1,46,21,2,116,8,0,166,59,332,1,0,16,2,1,10,3,26,0,10
177,0,322,2,0,23,142,2,116,8,0,166,1577,13,1,0,31,2,1,18,0,0,0,13
1662,0,1688,2,1,96,44,10,116,8,0,166,465,180,1,0,80,2,1,49,0,21,26,8
780,1,883,2,0,97,118,5,28,18,1,166,506,471,1,0,115,2,1,28,0,19,10,19
345,0,480,2,0,23,142,2,116,8,0,166,1061,63,1,0,32,2,1,18,0,0,0,13
1534,0,1573,2,0,23,142,2,116,8,0,166,989,258,1,0,29,2,1,18,0,0,0,13
1859,0,1873,1,0,95,118,5,116,8,0,189,1261,113,0,0,142,2,1,81,3,7,54,3
1320,1,1376,2,0,23,142,2,116,8,0,166,1358,482,1,0,28,2,1,18,0,0,32,13
1352,0,1406,2,1,150,73,10,116,8,0,166,1357,374,1,0,43,2,1,32,2,1,0,2
850,1,945,2,0,70,84,10,116,8,0,166,1094,258,1,0,36,2,1,23,3,7,0,3
1541,0,1580,2,0,97,118,5,6,4,7,166,773,151,1,0,110,2,1,47,0,0,40,23
1398,1,1449,2,0,97,118,5,110,6,1,183,1308,82,1,0,6,2,1,4,2,1,44,4
1049,0,1132,2,0,97,118,5,41,18,1,166,1372,92,1,0,108,2,1,68,3,6,0,10
1265,1,1330,2,0,169,138,2,116,8,0,166,434,276,1,0,75,1,2,50,2,13,60,9
1451,0,1501,2,0,60,120,4,116,8,0,166,553,419,1,0,99,2,1,66,0,1,0,23
508,0,627,2,0,60,120,4,116,8,0,166,1047,419,1,0,99,2,1,66,0,1,0,23
1396,0,1447,2,0,23,142,2,116,8,0,166,292,449,1,0,33,2,1,18,0,0,0,13
165,0,311,2,0,97,118,5,110,6,1,166,1013,5,1,0,6,2,1,4,2,1,44,4
39,1,197,2,0,23,142,2,116,8,0,166,1248,112,1,0,31,2,1,18,0,0,0,13
204,0,348,2,0,23,142,2,116,8,0,166,633,226,1,0,29,2,1,18,0,0,0,13
851,0,946,2,0,145,88,10,116,8,0,166,262,418,1,0,60,2,1,42,2,1,32,4
578,0,695,2,0,69,23,10,116,8,0,166,1545,117,1,0,63,2,1,44,0,8,46,20
439,0,566,2,0,1,1,8,116,8,0,166,1208,227,1,0,110,2,1,47,0,0,0,23
1813,0,1831,2,0,74,67,4,116,8,0,166,860,193,1,0,51,1,2,38,2,1,32,5
1010,1,1096,2,0,23,142,2,116,8,0,166,373,451,1,0,29,2,1,18,0,0,0,13
1441,0,1491,2,0,138,53,10,116,8,0,166,425,213,1,0,24,2,1,18,0,0,32,13
274,0,415,4,1,97,118,5,98,8,1,12,449,262,2,0,134,2,1,79,3,0,0,21
416,0,543,2,0,97,118,5,71,1,2,58,1516,237,1,1,71,2,1,47,0,0,0,23
1866,0,1880,2,0,23,142,2,116,8,0,166,671,63,1,0,26,2,1,18,0,0,32,13
1903,0,1914,2,0,23,142,2,116,8,0,166,140,187,1,0,33,2,1,18,0,0,0,13
927,0,1018,2,0,143,145,10,116,8,0,166,617,229,1,0,102,2,1,66,0,1,0,23
702,0,813,2,0,23,142,2,116,8,0,166,1177,120,1,0,32,2,1,18,0,0,31,13
354,0,489,2,1,150,73,10,116,8,0,166,1589,258,1,0,43,2,1,32,2,1,39,2
1445,0,1495,2,0,97,118,5,5,0,1,166,998,316,1,0,71,2,1,47,0,0,0,23
1252,0,1317,2,0,23,142,2,116,8,0,166,897,43,1,0,24,2,1,18,0,0,31,13
293,0,32,4,1,97,118,5,88,8,1,237,1188,479,2,0,134,2,1,79,3,0,0,21
1174,0,1243,2,1,155,93,4,116,8,0,166,585,270,1,1,110,2,1,47,0,0,0,23
683,0,795,2,0,97,118,5,121,10,1,166,248,287,1,0,130,2,1,77,3,12,38,10
1250,0,1316,2,0,97,118,5,32,1,1,166,611,213,1,0,7,2,1,5,3,4,0,3
870,0,965,2,0,5,25,3,116,8,0,166,1276,84,1,0,71,2,1,47,0,0,42,23
1560,0,1597,2,0,97,118,5,69,1,1,166,797,253,1,1,114,1,2,71,3,1,0,3
201,1,345,2,1,145,88,10,116,8,0,166,911,121,1,1,50,2,1,37,2,25,0,5
1899,0,1910,2,0,23,142,2,116,8,0,166,1254,419,1,0,27,2,1,18,0,0,32,13
901,0,995,2,1,64,10,10,116,8,0,166,203,258,1,0,99,2,1,66,0,1,28,23
614,1,729,1,0,108,141,5,116,8,0,38,6,273,0,0,74,2,1,50,2,13,0,9
996,0,78,2,0,163,52,10,116,8,0,166,1644,360,1,0,110,2,1,47,0,0,0,23
1205,0,1272,2,0,50,123,4,116,8,0,166,587,151,1,0,105,2,1,66,0,1,35,23
1360,0,1414,2,0,41,100,4,116,8,0,166,1018,65,1,0,71,2,1,47,0,0,0,23
1612,0,1641,2,1,16,5,10,116,8,0,166,831,394,1,0,79,2,1,49,0,21,0,8
101,0,253,2,0,60,120,4,116,8,0,166,751,314,1,0,102,2,1,66,0,1,0,23
931,0,1022,2,0,23,142,2,116,8,0,166,228,151,1,0,33,2,1,18,0,0,0,13
1694,1,1718,2,1,145,88,10,116,8,0,166,1332,482,1,0,50,2,1,37,2,25,32,5
1703,0,1727,2,0,97,118,5,117,16,5,46,1689,229,1,2,71,2,1,47,0,0,11,23
1258,0,1323,2,0,97,118,5,110,6,1,166,1509,63,1,0,12,2,1,6,2,1,0,4
1043,0,81,2,0,23,142,2,116,8,0,166,705,63,1,0,30,2,1,18,0,0,32,13
670,0,782,2,1,43,22,6,116,8,0,166,179,270,1,1,110,2,1,47,0,0,0,23
145,0,292,2,1,103,91,4,116,8,0,166,1609,270,1,1,110,2,1,47,0,0,0,23
1102,0,1178,2,0,23,142,2,116,8,0,166,528,313,1,0,28,2,1,18,0,0,31,13
1075,0,84,2,0,23,142,2,116,8,0,166,1294,244,1,0,27,2,1,18,0,0,31,13
963,0,1053,2,0,23,142,2,116,8,0,166,1264,63,1,0,28,2,1,18,0,0,31,13
382,0,515,2,0,97,118,5,121,10,1,166,829,287,1,0,78,2,1,53,3,15,1,10
1135,0,1209,2,0,69,23,10,116,8,0,166,1186,338,1,0,57,2,1,40,3,4,0,22
1874,0,1887,2,0,74,67,4,116,8,0,166,927,234,1,0,98,1,2,65,2,1,19,3
1579,0,1615,2,0,97,118,5,52,1,1,166,357,123,1,1,22,2,1,17,0,5,15,15
1345,1,1399,2,0,23,142,2,116,8,0,166,271,120,1,0,27,2,1,18,0,0,32,13
1502,0,1546,2,0,98,124,4,116,8,0,166,1237,10,1,0,35,2,1,22,2,10,25,17
252,0,394,2,0,59,117,10,116,8,0,166,1321,391,1,0,102,2,1,66,0,1,40,23
1719,0,1742,2,0,77,75,4,116,8,0,166,274,359,1,1,102,2,1,66,0,1,0,23
418,0,545,2,0,23,142,2,116,8,0,166,1566,120,1,0,29,2,1,18,0,0,32,13
515,0,634,2,0,23,142,2,116,8,0,166,1446,303,1,0,29,2,1,18,0,0,32,13
981,0,1069,2,0,97,118,5,26,1,1,137,124,222,1,0,56,2,1,40,3,4,0,22
1395,0,1446,2,1,150,73,10,116,8,0,166,1662,213,1,0,49,2,1,36,2,1,32,5
119,0,270,2,0,60,120,4,116,8,0,166,282,393,1,0,105,2,1,66,0,1,0,23
29,0,187,2,0,23,142,2,116,8,0,166,462,467,1,0,31,2,1,18,0,0,0,13
1708,0,1732,2,0,127,122,10,116,8,0,166,1099,258,1,0,26,2,1,18,0,0,0,13
304,0,442,2,0,23,142,2,116,8,0,166,1297,258,1,0,24,2,1,18,0,0,0,13
477,0,599,2,0,23,142,2,116,8,0,166,1585,151,1,0,33,2,1,18,0,0,0,13
350,1,485,2,0,23,142,2,116,8,0,166,649,419,1,0,33,2,1,18,0,0,0,13
1161,0,1231,2,0,50,123,4,116,8,0,166,254,250,1,0,100,0,0,66,0,1,0,23
946,0,1037,2,0,97,118,5,121,10,1,166,539,287,1,0,78,2,1,53,3,15,1,10
592,0,708,2,0,23,142,2,116,8,0,166,1199,258,1,0,32,2,1,18,0,0,0,13
864,0,959,2,0,60,120,4,116,8,0,166,929,229,1,0,102,2,1,66,0,1,0,23
1038,1,1122,2,0,97,118,5,121,10,1,166,367,44,1,0,130,2,1,77,3,12,38,10
1390,0,110,2,0,23,142,2,116,8,0,166,518,136,1,0,33,2,1,18,0,0,0,13
1485,0,115,2,0,23,142,2,116,8,0,166,146,258,1,0,32,2,1,18,0,0,32,13
1839,0,1856,2,0,23,142,2,116,8,0,166,766,359,1,1,26,2,1,18,0,0,0,13
1872,1,1886,2,0,69,23,10,116,8,0,166,1541,213,1,0,24,2,1,18,0,0,32,13
1717,0,1740,2,0,97,118,5,18,1,1,176,1397,60,1,0,111,2,1,71,3,1,0,3
1031,0,1115,4,1,97,118,5,88,8,1,35,1639,452,2,0,134,2,1,79,3,0,0,21
788,0,889,2,0,23,142,2,116,8,0,166,1137,228,1,1,28,2,1,18,0,0,31,13
1463,0,1509,2,0,97,118,5,50,1,1,28,582,59,1,1,1,2,1,0,3,27,0,1
647,0,54,2,1,32,82,10,116,8,0,166,1616,466,1,0,24,2,1,18,0,0,0,13
1852,0,1866,2,0,97,118,5,110,6,1,194,1430,354,1,0,11,2,1,6,2,1,0,4
1183,1,1251,2,0,23,142,2,116,8,0,166,737,230,1,1,32,2,1,18,0,0,32,13
1181,0,1250,2,0,23,142,2,116,8,0,166,674,187,1,0,33,2,1,18,0,0,32,13
1433,0,1483,2,0,23,142,2,116,8,0,166,954,226,1,0,32,2,1,18,0,0,0,13
363,0,498,2,0,97,118,5,41,18,1,166,1655,92,1,0,108,2,1,68,3,6,0,10
1795,0,1813,2,1,150,73,10,116,8,0,166,1001,128,1,0,102,2,1,66,0,1,0,23
1434,0,1484,2,0,1,1,8,116,8,0,166,1694,229,1,0,110,2,1,47,0,0,0,23
377,0,36,2,0,163,52,10,116,8,0,166,75,419,1,0,110,2,1,47,0,0,0,23
1326,0,1381,2,1,46,21,2,116,8,0,166,963,63,1,0,27,2,1,18,0,0,31,13
735,0,843,2,1,11,14,4,116,8,0,166,1677,270,1,1,110,2,1,47,0,0,0,23
844,0,940,2,0,23,142,2,116,8,0,166,106,151,1,0,24,2,1,18,0,0,0,13
1978,0,1980,2,0,97,118,5,39,14,1,166,288,480,1,0,78,2,1,53,3,15,2,10
1086,0,88,2,0,97,118,5,121,10,1,166,279,92,1,0,130,2,1,77,3,12,38,10
1564,0,1601,2,0,97,118,5,94,1,7,111,792,226,1,1,5,2,1,3,2,14,0,1
1611,0,130,2,0,60,120,4,116,8,0,166,1296,419,1,0,102,2,1,66,0,1,0,23
1168,0,1237,2,0,97,118,5,121,10,1,166,673,92,1,0,130,2,1,77,3,12,38,10
356,0,491,2,0,23,142,2,116,8,0,166,86,449,1,0,30,2,1,18,0,0,0,13
801,0,900,2,0,23,142,2,116,8,0,166,851,258,1,0,26,2,1,18,0,0,0,13
696,0,807,2,0,23,142,2,116,8,0,166,1580,8,1,0,29,2,1,18,0,0,0,13
1843,0,1860,2,0,23,142,2,116,8,0,166,1497,488,1,1,31,2,1,18,0,0,0,13
182,0,327,2,0,23,142,2,116,8,0,166,1311,151,1,0,14,2,1,8,2,0,42,4
950,0,1041,2,1,22,78,2,116,8,0,166,1588,151,1,0,60,2,1,42,2,1,0,4
748,0,854,2,1,154,64,10,116,8,0,166,670,57,1,0,39,2,1,27,3,1,56,3
1983,0,1985,2,0,97,118,5,6,4,7,166,1459,9,1,0,110,2,1,47,0,0,0,23
346,0,481,4,1,97,118,5,31,8,1,124,1192,461,3,1,134,2,1,79,3,0,0,21
549,0,667,2,1,150,73,10,116,8,0,166,1477,392,1,0,54,2,1,35,2,1,0,5
613,0,728,2,0,23,142,2,116,8,0,166,845,370,1,0,28,2,1,18,0,0,0,13
979,1,1068,2,1,145,88,10,116,8,0,166,1173,258,1,0,31,2,1,18,0,0,0,13
551,1,50,2,1,46,21,2,116,8,0,166,813,372,1,0,32,2,1,18,0,0,31,13
212,0,355,4,1,97,118,5,74,8,1,171,1069,299,2,0,134,2,1,79,3,0,0,21
546,0,664,2,0,23,142,2,116,8,0,166,920,67,1,0,28,2,1,18,0,0,0,13
755,0,861,2,0,145,88,10,116,8,0,166,1043,250,1,0,28,2,1,18,0,0,0,13
1194,0,1261,2,0,36,35,10,116,8,0,166,1672,102,1,0,97,1,2,65,2,1,12,3
1383,0,1435,2,0,63,67,4,116,8,0,166,520,363,1,0,52,1,2,38,2,1,32,5
1760,0,1782,2,0,23,142,2,116,8,0,166,857,213,1,0,28,2,1,18,0,0,0,13
61,0,218,2,0,23,142,2,116,8,0,166,56,419,1,0,24,2,1,18,0,0,0,13
1415,0,1465,2,1,145,88,10,116,8,0,166,731,114,1,0,102,2,1,66,0,1,24,23
1460,0,12,4,1,97,118,5,122,8,1,216,1556,449,2,0,134,2,1,79,3,0,0,21
1234,1,1300,2,1,145,88,10,116,8,0,166,769,458,1,0,55,2,1,37,2,25,0,5
563,0,680,2,0,151,127,2,116,8,0,166,684,110,1,0,131,2,1,78,3,12,38,10
980,0,9,2,0,77,75,4,116,8,0,166,263,303,1,0,47,2,1,34,3,1,0,3
1624,0,1652,2,1,172,79,0,116,8,0,166,333,64,1,0,71,2,1,47,0,0,0,23
767,1,871,2,0,23,142,2,116,8,0,166,726,154,1,0,26,2,1,18,0,0,0,13
1671,0,1696,2,0,28,139,4,116,8,0,166,681,178,1,1,105,2,1,66,0,1,35,23
77,1,231,2,1,150,73,10,116,8,0,166,448,358,1,0,102,2,1,66,0,1,0,23
545,0,663,2,0,23,142,2,116,8,0,166,1205,112,1,0,28,2,1,18,0,0,0,13
1186,0,1254,2,0,60,120,4,116,8,0,166,1062,419,1,0,105,2,1,66,0,1,0,23
1021,0,79,4,1,97,118,5,122,8,1,92,60,461,2,0,134,2,1,79,3,0,18,21
452,0,578,2,0,138,53,10,116,8,0,166,815,250,1,0,71,2,1,47,0,0,0,23
871,1,966,2,0,97,118,5,121,10,1,166,750,92,1,0,108,2,1,68,3,6,0,10
1419,0,1469,4,1,97,118,5,33,8,1,90,657,344,3,0,99,2,1,66,0,1,0,23
733,0,841,2,0,23,142,2,116,8,0,166,1412,258,1,0,26,2,1,18,0,0,32,13
1035,0,1119,2,0,3,68,10,116,8,0,166,595,258,1,0,36,2,1,23,3,7,0,3
1640,0,1668,2,0,23,142,2,116,8,0,166,472,213,1,0,24,2,1,18,0,0,0,13
1153,0,1224,2,0,23,142,2,116,8,0,166,354,136,1,0,27,2,1,18,0,0,32,13
704,0,815,1,0,160,36,5,116,8,0,212,1434,361,0,0,41,2,1,29,0,16,28,21
1298,0,1356,2,0,23,142,2,116,8,0,166,1544,154,1,0,27,2,1,18,0,0,32,13
1479,0,1525,2,0,17,108,10,116,8,0,166,1674,258,1,0,71,2,1,47,0,0,0,23
181,0,326,2,0,23,142,2,116,8,0,166,1003,463,1,0,27,2,1,18,0,0,32,13
1382,0,1434,2,0,23,142,2,116,8,0,166,387,34,1,0,28,2,1,18,0,0,0,13
1232,0,97,2,0,23,142,2,116,8,0,166,1250,151,1,0,28,2,1,18,0,0,0,13
1566,0,1603,2,1,97,118,5,13,1,1,227,1705,151,1,0,84,1,1,56,0,6,27,17
104,0,256,2,0,23,142,2,116,8,0,166,923,313,1,0,29,2,1,18,0,0,0,13
1489,0,1534,2,0,89,129,10,116,8,0,166,103,425,1,1,110,2,1,47,0,0,36,23
32,1,190,2,0,23,142,2,116,8,0,166,1144,155,1,0,33,2,1,18,0,0,31,13
1346,0,1400,2,0,60,120,4,116,8,0,166,605,419,1,0,99,2,1,66,0,1,0,23
1596,1,1628,2,0,23,142,2,116,8,0,166,735,213,1,0,32,2,1,18,0,0,0,13
488,0,608,2,0,97,118,5,12,1,7,166,410,106,1,0,110,2,1,47,0,0,0,23
1214,0,1281,2,0,23,142,2,116,8,0,166,68,258,1,0,32,2,1,18,0,0,0,13
1327,0,1382,1,0,80,118,5,116,8,0,7,682,373,0,0,134,2,1,79,3,0,0,21
898,0,992,2,1,96,44,10,116,8,0,166,1385,464,1,0,80,2,1,49,0,21,0,8
707,1,818,2,0,82,115,10,116,8,0,166,1676,63,1,0,99,2,1,66,0,1,0,23
202,0,346,1,0,159,147,5,116,8,0,180,713,134,0,0,93,1,1,62,0,7,26,2
1106,0,1182,1,0,31,125,5,116,8,0,72,619,259,0,0,135,2,1,80,2,7,5,3
1947,0,1954,2,0,60,120,4,116,8,0,166,19,265,1,0,105,2,1,66,0,1,0,23
1355,1,1409,2,0,23,142,2,116,8,0,166,633,226,1,0,30,2,1,18,0,0,0,13
1098,0,1174,2,0,60,120,4,116,8,0,166,1465,229,1,0,105,2,1,66,0,1,0,23
1347,1,1401,2,0,23,142,2,116,8,0,166,1356,258,1,0,31,2,1,18,0,0,0,13
770,0,874,2,1,145,88,10,116,8,0,166,1070,449,1,0,39,2,1,27,3,1,0,3
1353,0,1407,2,1,13,136,10,116,8,0,166,295,76,1,0,110,2,1,47,0,0,0,23
334,0,469,2,0,60,120,4,116,8,0,166,995,22,1,0,105,2,1,66,0,1,0,23
1169,0,1238,1,0,119,70,5,116,8,0,66,1474,273,0,0,138,2,1,81,3,7,0,3
1950,0,152,4,1,97,118,5,122,8,1,100,1368,461,2,0,134,2,1,79,3,0,0,21
1992,1,1993,2,0,23,142,2,116,8,0,166,1438,112,1,0,26,2,1,18,0,0,0,13
1247,1,1313,2,0,23,142,2,116,8,0,166,730,327,1,0,28,2,1,18,0,0,31,13
1971,0,1975,2,1,150,73,10,116,8,0,166,337,154,1,0,105,2,1,66,0,1,0,23
1192,1,96,2,1,145,88,10,116,8,0,166,405,370,1,0,55,2,1,37,2,25,0,5
867,0,962,2,0,97,118,5,41,18,1,166,1323,287,1,0,130,2,1,77,3,12,38,10
575,0,692,2,1,16,5,10,116,8,0,166,223,63,1,0,113,2,1,71,3,1,0,3
834,0,932,2,0,23,142,2,116,8,0,166,1189,67,1,0,30,2,1,18,0,0,32,13
1904,0,1915,2,0,23,142,2,116,8,0,166,154,425,1,1,28,2,1,18,0,0,32,13
1986,0,157,2,0,97,118,5,43,1,1,166,766,392,1,0,30,2,1,18,0,0,0,13
1738,1,1761,2,0,23,142,2,116,8,0,166,293,233,1,0,26,2,1,18,0,0,32,13
324,1,461,2,0,23,142,2,116,8,0,166,1533,419,1,0,28,2,1,18,0,0,0,13
1011,0,1097,2,0,97,118,5,78,18,1,166,667,287,1,0,130,2,1,77,3,12,38,10
1957,1,1963,2,0,23,142,2,116,8,0,166,1486,370,1,0,26,2,1,18,0,0,0,13
1718,0,1741,2,0,97,118,5,80,18,1,166,1086,326,1,0,120,2,1,69,0,17,64,7
1045,0,1128,2,0,23,142,2,116,8,0,166,939,254,1,1,31,2,1,18,0,0,32,13
200,0,28,2,0,97,118,5,12,1,7,166,1194,93,1,0,110,2,1,47,0,0,0,23
1329,0,1384,1,0,121,97,5,116,8,0,213,544,453,0,0,134,2,1,79,3,0,36,21
1431,1,1481,2,0,106,67,4,116,8,0,166,1239,250,1,0,52,1,2,38,2,1,0,5
1177,1,1246,2,0,93,49,10,116,8,0,166,1229,167,1,0,39,2,1,27,3,1,58,3
1000,0,1086,2,0,23,142,2,116,8,0,166,574,258,1,0,31,2,1,18,0,0,0,13
1613,0,1642,2,0,23,142,2,116,8,0,166,1577,27,1,0,24,2,1,18,0,0,0,13
25,0,183,4,1,97,118,5,122,8,1,234,745,301,2,0,134,2,1,79,3,0,0,21
410,0,538,2,0,60,120,4,116,8,0,166,1184,419,1,0,102,2,1,66,0,1,0,23
373,0,508,2,0,97,118,5,80,18,1,166,1650,326,1,0,119,2,1,69,0,17,63,7
1394,0,1445,2,0,23,142,2,116,8,0,166,1503,112,1,0,32,2,1,18,0,0,0,13
239,0,381,2,0,70,84,10,116,8,0,166,994,258,1,0,36,2,1,23,3,7,0,3
1740,0,1763,2,0,23,142,2,116,8,0,166,141,370,1,0,31,2,1,18,0,0,0,13
1469,0,1515,2,1,150,73,10,116,8,0,166,1478,204,1,0,116,2,1,70,0,23,0,7
1341,0,1395,2,0,23,142,2,116,8,0,166,864,47,1,0,29,2,1,18,0,0,32,13
1448,0,1498,2,0,45,9,10,116,8,0,166,974,178,1,1,110,2,1,47,0,0,0,23
1189,0,1257,2,0,97,118,5,121,10,1,166,1389,326,1,0,78,2,1,53,3,15,1,10
1948,0,1955,2,0,23,142,2,116,8,0,166,975,123,1,1,33,2,1,18,0,0,0,13
756,0,862,2,1,150,73,10,116,8,0,166,1534,247,1,0,43,2,1,32,2,1,0,2
1217,0,1284,2,0,97,118,5,48,1,1,166,628,23,1,0,130,2,1,77,3,12,38,10
1057,0,82,2,0,97,118,5,110,6,1,77,1400,225,1,0,12,2,1,6,2,1,0,4
1105,0,1181,2,0,97,118,5,121,10,1,166,555,289,1,0,130,2,1,77,3,12,38,10
1163,0,1233,2,0,23,142,2,116,8,0,166,32,258,1,0,24,2,1,18,0,0,0,13
155,0,301,2,0,23,142,2,116,8,0,166,978,11,1,0,31,2,1,18,0,0,32,13
660,1,772,2,0,63,67,4,116,8,0,166,162,151,1,0,51,1,2,38,2,1,0,5
1245,0,1311,2,0,97,118,5,110,6,1,166,1387,63,1,0,113,2,1,71,3,1,0,3
1001,0,1087,4,1,97,118,5,98,8,1,135,1600,484,2,0,134,2,1,79,3,0,0,21
523,0,642,2,0,97,118,5,121,10,1,166,1751,326,1,0,121,2,1,72,1,5,55,12
1796,0,1814,2,0,97,118,5,110,6,1,215,1653,1,1,0,111,2,1,71,3,1,0,3
989,0,1076,2,0,60,120,4,116,8,0,166,1062,419,1,0,102,2,1,66,0,1,0,23
758,0,864,2,0,23,142,2,116,8,0,166,159,225,1,0,33,2,1,18,0,0,0,13
577,0,694,2,0,60,120,4,116,8,0,166,1632,151,1,0,99,2,1,66,0,1,0,23
1407,0,1457,2,1,152,95,4,116,8,0,166,1521,357,1,0,36,2,1,23,3,7,28,3
1588,0,1622,2,0,23,142,2,116,8,0,166,112,303,1,0,33,2,1,18,0,0,32,13
1747,0,1770,1,0,37,118,5,116,8,0,235,1268,411,0,0,134,2,1,79,3,0,0,21
1592,0,1624,2,0,23,142,2,116,8,0,166,668,419,1,0,30,2,1,18,0,0,0,13
593,0,709,2,0,23,142,2,116,8,0,166,1533,213,1,0,28,2,1,18,0,0,0,13
110,0,261,2,0,97,118,5,6,4,7,166,738,335,1,1,110,2,1,47,0,0,12,23
343,0,478,2,0,129,130,2,116,8,0,166,1114,319,1,0,113,2,1,71,3,1,0,3
1761,0,1783,2,0,60,120,4,116,8,0,166,844,104,1,0,105,2,1,66,0,1,0,23
370,1,505,2,0,23,142,2,116,8,0,166,1447,313,1,0,29,2,1,18,0,0,0,13
420,0,547,2,0,23,142,2,116,8,0,166,416,112,1,0,26,2,1,18,0,0,0,13
167,0,313,1,0,158,34,5,116,8,0,141,1598,134,0,0,93,1,1,62,0,7,0,2
1688,0,1712,2,0,23,142,2,116,8,0,166,744,408,1,0,24,2,1,18,0,0,0,13
1468,1,1514,2,1,156,116,10,116,8,0,166,145,464,1,0,13,2,1,7,2,1,0,4
935,0,1026,2,0,163,52,10,116,8,0,166,305,371,1,0,71,2,1,47,0,0,0,23
1418,1,1468,2,0,109,8,2,116,8,0,166,181,358,1,0,75,1,2,50,2,13,43,9
1802,0,1820,2,0,23,142,2,116,8,0,166,648,13,1,0,28,2,1,18,0,0,0,13
1789,0,1808,2,0,70,84,10,116,8,0,166,72,258,1,0,83,2,1,23,3,7,28,3
1208,0,1275,2,0,23,142,2,116,8,0,166,1686,370,1,0,24,2,1,18,0,0,0,13
